BJD - 2454833, Corrected Flux
2347.290340067, 1.000997829,
2347.310771617, 1.001046498,
2347.331203367, 1.001090998,
2347.351635016, 1.001032635,
2347.372066566, 1.001142625,
2347.392498316, 1.001192718,
2347.412929966, 1.001154919,
2347.433361716, 1.001208553,
2347.453793266, 1.001152990,
2347.474224916, 1.001128214,
2347.515088216, 1.001110927,
2347.535519866, 1.001031414,
2347.555951615, 1.001066239,
2347.576383165, 1.001131942,
2347.596814815, 1.001078395,
2347.617246565, 1.001108856,
2347.637678115, 1.001101502,
2347.658109865, 1.001113007,
2347.678541515, 1.001116849,
2347.698973164, 1.001003459,
2347.719404814, 1.001110843,
2347.760268114, 1.001111655,
2347.780699764, 1.001059223,
2347.801131414, 1.001110302,
2347.821563063, 1.001077354,
2347.841994713, 1.001075219,
2347.862426363, 1.001142886,
2347.882858113, 1.001119349,
2347.903289662, 1.001112309,
2347.923721312, 1.001086006,
2347.944153062, 1.001099568,
2347.964584612, 1.000999670,
2348.005448011, 1.001085841,
2348.025879561, 1.001128619,
2348.046311211, 1.001066469,
2348.066742961, 1.001058821,
2348.087174510, 1.001123857,
2348.107606260, 1.001189349,
2348.128037910, 1.001074593,
2348.148469460, 1.001070360,
2348.168901210, 1.001169587,
2348.189332859, 1.001150972,
2348.209764509, 1.001143905,
2348.250627809, 1.001142963,
2348.271059458, 1.001079062,
2348.291491108, 1.001089428,
2348.311922758, 1.001094433,
2348.332354508, 1.001100221,
2348.352786158, 1.001094383,
2348.373217707, 1.001079662,
2348.393649457, 1.001071104,
2348.414081107, 1.001147826,
2348.434512657, 1.001114264,
2348.454944407, 1.001166903,
2348.495807606, 1.001126156,
2348.516239356, 1.001137625,
2348.536670906, 1.001056011,
2348.557102656, 1.001097300,
2348.577534305, 1.001090296,
2348.597965855, 1.001155613,
2348.618397605, 1.001149102,
2348.638829255, 1.001029583,
2348.659260805, 1.001018834,
2348.679692555, 1.001009860,
2348.700124204, 1.001048402,
2348.740987504, 1.001217527,
2348.761419154, 1.001148544,
2348.781850904, 1.001194058,
2348.802282454, 1.001168288,
2348.822714104, 1.001153938,
2348.843145853, 1.001159405,
2348.863577403, 1.001127148,
2348.884009053, 1.001138956,
2348.904440803, 1.001030379,
2348.924872453, 1.001182404,
2348.945304103, 1.001162471,
2348.986167403, 1.001185526,
2349.006599053, 1.001281866,
2349.027030703, 1.001324362,
2349.047462353, 1.001184413,
2349.067894103, 1.001234763,
2349.088325653, 1.001281581,
2349.108757303, 1.001220823,
2349.129189053, 1.001195319,
2349.149620603, 1.001255697,
2349.170052353, 1.001112069,
2349.190483903, 1.001174121,
2349.231347303, 1.001256368,
2349.251778853, 1.001252682,
2349.272210503, 1.001374665,
2349.292642253, 1.001254442,
2349.313073803, 1.001300505,
2349.333505454, 1.001260288,
2349.353937204, 1.001338859,
2349.374368754, 1.001303409,
2349.394800504, 1.001315102,
2349.415232154, 1.001336892,
2349.435663804, 1.001223676,
2349.476527105, 1.001399948,
2349.496958755, 1.001237374,
2349.517390405, 1.001258860,
2349.537822056, 1.001264574,
2349.558253706, 1.001353542,
2349.578685456, 1.001287446,
2349.599117007, 1.001285615,
2349.619548757, 1.001368274,
2349.639980407, 1.001300221,
2349.660411958, 1.001391284,
2349.680843708, 1.001350422,
2349.742138659, 1.001123952,
2349.762570310, 1.001170875,
2349.783002060, 1.001211040,
2349.803433611, 1.001176437,
2349.823865261, 1.001142576,
2349.844297011, 1.001228899,
2349.864728562, 1.001268675,
2349.885160213, 1.001292637,
2349.905591863, 1.001260864,
2349.926023514, 1.001302793,
2349.946455164, 1.001303377,
2349.966886815, 1.001428955,
2349.987318466, 1.001290507,
2350.007750216, 1.001336666,
2350.028181767, 1.001360523,
2350.048613418, 1.001323906,
2350.069045168, 1.001205801,
2350.089476819, 1.001334406,
2350.109908370, 1.001278008,
2350.130340121, 1.001236003,
2350.150771771, 1.001337617,
2350.171203322, 1.001174442,
2350.212066724, 1.001245096,
2350.232498475, 1.001292383,
2350.252930026, 1.001328322,
2350.273361677, 1.001343498,
2350.293793428, 1.001329687,
2350.314224978, 1.001239842,
2350.334656629, 1.000993990,
2350.355088381, 1.000964372,
2350.375519932, 1.000939229,
2350.395951683, 1.001026743,
2350.416383334, 1.001016579,
2350.457246636, 1.000821519,
2350.477678287, 1.001072165,
2350.498109838, 1.001277524,
2350.518541590, 1.001205326,
2350.538973241, 1.001242934,
2350.559404892, 1.001342789,
2350.579836543, 1.001328401,
2350.600268195, 1.001368854,
2350.620699846, 1.001386822,
2350.641131497, 1.001324988,
2350.661563149, 1.001323935,
2350.681994800, 1.001348556,
2350.702426452, 1.001278516,
2350.722858103, 1.001308041,
2350.743289855, 1.001301388,
2350.763721406, 1.001388690,
2350.784153158, 1.001339517,
2350.804584809, 1.001334408,
2350.825016361, 1.001375812,
2350.845448112, 1.001304729,
2350.865879764, 1.001306777,
2350.886311316, 1.001411207,
2350.906743068, 1.001270593,
2350.947606271, 1.001341050,
2350.968038023, 1.001339222,
2350.988469675, 1.001459164,
2351.008901427, 1.001369050,
2351.029332978, 1.001414354,
2351.049764630, 1.001391144,
2351.070196382, 1.001467712,
2351.090627934, 1.001379610,
2351.111059586, 1.001442943,
2351.131491338, 1.001409303,
2351.151922891, 1.001203073,
2351.192786295, 1.001450134,
2351.213217947, 1.001385641,
2351.233649599, 1.001378578,
2351.254081251, 1.001417307,
2351.274512804, 1.001411905,
2351.294944556, 1.001378181,
2351.315376208, 1.001418476,
2351.335807861, 1.001428951,
2351.356239513, 1.001340011,
2351.376671166, 1.001402533,
2351.397102918, 1.001344141,
2351.437966123, 1.001354996,
2351.458397876, 1.001375651,
2351.478829428, 1.001277746,
2351.499261081, 1.001348483,
2351.519692834, 1.001347822,
2351.540124386, 1.001321914,
2351.560556039, 1.001372829,
2351.580987792, 1.001390010,
2351.601419345, 1.001393918,
2351.621851098, 1.001421324,
2351.642282751, 1.001308106,
2351.703577710, 1.001269250,
2351.724009263, 1.001383844,
2351.744441016, 1.001408514,
2351.764872669, 1.001211511,
2351.785304422, 1.001336950,
2351.805735975, 1.001398307,
2351.826167628, 1.001370106,
2351.846599382, 1.001253542,
2351.867031035, 1.001210884,
2351.887462588, 1.001247918,
2351.907894342, 1.001290987,
2351.928325995, 1.001252370,
2351.948757549, 1.001150631,
2351.969189302, 1.001250252,
2351.989620956, 1.001232292,
2352.010052609, 1.001226447,
2352.030484263, 1.001227656,
2352.050915817, 1.001256720,
2352.071347571, 1.001242597,
2352.091779224, 1.001290471,
2352.112210778, 1.001374244,
2352.132642532, 1.001266276,
2352.173505940, 1.001408002,
2352.193937494, 1.001274754,
2352.214369148, 1.001363786,
2352.234800902, 1.001403378,
2352.255232456, 1.001309694,
2352.275664110, 1.001267011,
2352.296095864, 1.001264066,
2352.316527419, 1.001384598,
2352.336959073, 1.001226855,
2352.357390827, 1.001280384,
2352.377822482, 1.001291276,
2352.418685790, 1.001319156,
2352.439117445, 1.001312490,
2352.479980754, 1.001295089,
2352.500412409, 1.001312240,
2352.520844063, 1.001335325,
2352.541275718, 1.001342033,
2352.561707473, 1.001389666,
2352.582139128, 1.001344010,
2352.602570683, 1.001416223,
2352.623002438, 1.001370728,
2352.663865648, 1.001297562,
2352.684297403, 1.001244477,
2352.704728958, 1.001351035,
2352.725160713, 1.001340780,
2352.745592368, 1.001345915,
2352.766023923, 1.001344283,
2352.786455679, 1.001381467,
2352.806887334, 1.001488500,
2352.827318889, 1.001451318,
2352.847750645, 1.001407237,
2352.868182300, 1.001269373,
2352.909045611, 1.001637165,
2352.929477267, 1.001439302,
2352.949909023, 1.001395751,
2352.970340579, 1.001272475,
2352.990772234, 1.001386020,
2353.011203990, 1.001347253,
2353.031635546, 1.001357538,
2353.052067202, 1.001408209,
2353.072498958, 1.001676774,
2353.092930614, 1.001635777,
2353.113362270, 1.001514633,
2353.133793926, 1.001571282,
2353.154225583, 1.001486265,
2353.174657239, 1.001447636,
2353.195088895, 1.001419585,
2353.215520552, 1.001410760,
2353.235952308, 1.001437696,
2353.256383865, 1.001485828,
2353.276815521, 1.001410727,
2353.297247278, 1.001430753,
2353.317678834, 1.001426957,
2353.338110591, 1.001431362,
2353.358542248, 1.001411475,
2353.399405561, 1.001500212,
2353.419837118, 1.001464562,
2353.440268775, 1.001477449,
2353.460700532, 1.001543452,
2353.481132089, 1.001466976,
2353.501563847, 1.001405710,
2353.521995504, 1.001288341,
2353.542427061, 1.000186436,
2353.562858818, 0.998483318,
2353.583290476, 0.997626362,
2353.603722133, 0.997336486,
2353.665017206, 0.996839119,
2353.685448763, 0.996790771,
2353.705880421, 0.996657998,
2353.726312179, 0.996605336,
2353.746743837, 0.996518671,
2353.767175395, 0.996595073,
2353.787607153, 0.996447846,
2353.808038811, 0.996474281,
2353.828470369, 0.996436951,
2353.848902127, 0.996327852,
2353.869333785, 0.996379102,
2353.889765543, 0.996315734,
2353.910197102, 0.996291686,
2353.930628760, 0.996318754,
2353.951060518, 0.996457377,
2353.971492077, 0.996369821,
2353.991923735, 0.996347953,
2354.012355494, 0.996410334,
2354.032787053, 0.996514832,
2354.053218811, 0.996488118,
2354.073650370, 0.996525292,
2354.094082029, 0.996577141,
2354.134945347, 0.996758364,
2354.155377006, 0.996975426,
2354.175808765, 0.997018415,
2354.196240324, 0.997166884,
2354.216671984, 0.997355980,
2354.237103743, 0.997617411,
2354.257535402, 0.998031171,
2354.277967062, 0.999421983,
2354.298398721, 1.000979171,
2354.318830381, 1.001502095,
2354.339262040, 1.001543740,
2354.380125360, 1.001478643,
2354.400557120, 1.001444493,
2354.420988680, 1.001502793,
2354.441420440, 1.001488681,
2354.461852100, 1.001443639,
2354.482283660, 1.001365403,
2354.502715420, 1.001492999,
2354.523147080, 1.001558249,
2354.543578640, 1.001422744,
2354.564010401, 1.001511640,
2354.584442061, 1.001563705,
2354.604873822, 1.001479998,
2354.625305382, 1.001463305,
2354.645737043, 1.001384535,
2354.666168704, 1.001449154,
2354.686600364, 1.001442321,
2354.707032025, 1.001459204,
2354.727463686, 1.001432481,
2354.747895347, 1.001296160,
2354.768327008, 1.001376518,
2354.788758669, 1.001418150,
2354.809190330, 1.001437102,
2354.829622092, 1.001470558,
2354.870485314, 1.001449976,
2354.890917076, 1.001473099,
2354.911348637, 1.001549743,
2354.931780299, 1.001529355,
2354.952212061, 1.001406642,
2354.972643722, 1.001525736,
2354.993075384, 1.001562063,
2355.013507046, 1.001526863,
2355.033938708, 1.001546443,
2355.054370470, 1.001502891,
2355.074802032, 1.001638102,
2355.115665457, 1.001595779,
2355.136097019, 1.001594042,
2355.156528781, 1.001548733,
2355.176960444, 1.001503196,
2355.197392006, 1.001532693,
2355.217823769, 1.001563597,
2355.238255432, 1.001540810,
2355.258686994, 1.001567865,
2355.279118757, 1.001598453,
2355.299550420, 1.001521331,
2355.319981983, 1.001630465,
2355.360845409, 1.001560193,
2355.381277173, 1.001586566,
2355.401708736, 1.001602021,
2355.422140399, 1.001624135,
2355.442572063, 1.001603283,
2355.463003726, 1.001648304,
2355.483435390, 1.001702850,
2355.503867054, 1.001662866,
2355.524298717, 1.001685987,
2355.544730481, 1.001642139,
2355.565162045, 1.001482910,
2355.606025473, 1.001569916,
2355.626457137, 1.001546247,
2355.646888702, 1.001585110,
2355.667320466, 1.001631614,
2355.687752130, 1.001570370,
2355.708183795, 1.001570614,
2355.728615459, 1.001634992,
2355.749047124, 1.001655972,
2355.769478889, 1.001663072,
2355.789910453, 1.001618751,
2355.810342118, 1.001607485,
2355.851205448, 1.001601147,
2355.871637113, 1.001651536,
2355.892068878, 1.001647674,
2355.912500444, 1.001527829,
2355.932932209, 1.001647447,
2355.953363874, 1.001610316,
2355.973795440, 1.001671089,
2355.994227206, 1.001665720,
2356.014658871, 1.001581426,
2356.035090537, 1.001665078,
2356.055522203, 1.001570436,
2356.075953869, 1.001606734,
2356.096385535, 1.001667186,
2356.116817201, 1.001663343,
2356.137248867, 1.001675919,
2356.157680533, 1.001629523,
2356.178112200, 1.001671524,
2356.198543866, 1.001631186,
2356.218975533, 1.001598922,
2356.239407199, 1.001675294,
2356.259838966, 1.001614094,
2356.280270633, 1.001667733,
2356.300702199, 1.001765931,
2356.341565633, 1.001606967,
2356.361997201, 1.001624355,
2356.382428968, 1.001619377,
2356.402860635, 1.001625407,
2356.423292202, 1.001592847,
2356.443723970, 1.001598900,
2356.464155637, 1.001497030,
2356.484587405, 1.001575280,
2356.505018973, 1.001556750,
2356.525450641, 1.001590833,
2356.545882408, 1.001617054,
2356.586745644, 1.001641332,
2356.607177413, 1.001590768,
2356.627608981, 1.001518833,
2356.648040749, 1.001529340,
2356.668472418, 1.001517160,
2356.688903986, 1.001600207,
2356.709335755, 1.001556261,
2356.729767423, 1.001489742,
2356.750199092, 1.001543512,
2356.770630761, 1.001547481,
2356.791062430, 1.001592892,
2356.831925768, 1.001610382,
2356.852357437, 1.001541963,
2356.872789107, 1.001504530,
2356.893220776, 1.001505315,
2356.913652446, 1.001509678,
2356.934084215, 1.001559565,
2356.954515785, 1.001523216,
2356.974947455, 1.001558520,
2356.995379225, 1.001507535,
2357.015810795, 1.001629588,
2357.036242565, 1.001586719,
2357.077105805, 1.001362071,
2357.097537575, 1.001504760,
2357.117969246, 1.001572890,
2357.138400816, 1.001553875,
2357.158832587, 1.001537559,
2357.179264258, 1.001639786,
2357.199696028, 1.001563897,
2357.220127599, 1.001493773,
2357.240559270, 1.001475845,
2357.260991041, 1.001493087,
2357.281422613, 1.001566478,
2357.322286055, 1.001546572,
2357.342717627, 1.001532827,
2357.363149398, 1.001494525,
2357.383581070, 1.001553301,
2357.404012742, 1.001568852,
2357.424444414, 1.001602401,
2357.444876086, 1.001502521,
2357.465307758, 1.001567184,
2357.485739430, 1.001539784,
2357.506171102, 1.001527437,
2357.526602674, 1.001584183,
2357.587897792, 1.001502552,
2357.608329465, 1.001505046,
2357.628761138, 1.001480533,
2357.649192911, 1.001554181,
2357.669624484, 1.001521035,
2357.690056157, 1.001518649,
2357.710487930, 1.001509962,
2357.730919503, 1.001554837,
2357.751351277, 1.001467333,
2357.771782950, 1.001567734,
2357.812646298, 1.001583134,
2357.833077972, 1.001502063,
2357.853509546, 1.001523849,
2357.873941320, 1.001563525,
2357.894372994, 1.001578805,
2357.914804768, 1.001595800,
2357.935236342, 1.001552556,
2357.955668017, 1.001600369,
2357.976099791, 1.001584049,
2357.996531366, 1.001528633,
2358.016963041, 1.001618313,
2358.057826491, 1.001610590,
2358.078258166, 1.001558939,
2358.098689841, 1.001536332,
2358.119121516, 1.001663978,
2358.139553191, 1.001583701,
2358.159984867, 1.001653300,
2358.180416443, 1.001555567,
2358.200848218, 1.001596231,
2358.221279894, 1.001659416,
2358.241711470, 1.001578146,
2358.262143246, 1.001647724,
2358.303006698, 1.001549515,
2358.323438275, 1.001594168,
2358.343869951, 1.001579148,
2358.364301728, 1.001546030,
2358.384733304, 1.001600584,
2358.405164981, 1.001624679,
2358.425596758, 1.001540468,
2358.446028335, 1.001642743,
2358.466460112, 1.001736069,
2358.486891789, 1.001586195,
2358.507323366, 1.001622076,
2358.548186821, 1.001677073,
2358.568618399, 1.001585885,
2358.589050177, 1.001620607,
2358.609481854, 1.001595178,
2358.629913632, 1.001561567,
2358.650345210, 1.001691860,
2358.670776889, 1.001668344,
2358.691208667, 1.001633612,
2358.711640345, 1.001750770,
2358.732071924, 1.001597904,
2358.752503702, 1.001723679,
2358.793366960, 1.001627707,
2358.813798739, 1.001660922,
2358.834230318, 1.001610584,
2358.854662097, 1.001588623,
2358.875093776, 1.001609904,
2358.895525356, 1.001667253,
2358.915957135, 1.001580218,
2358.936388815, 1.001627844,
2358.956820395, 1.001708566,
2358.977252174, 1.001577788,
2358.997683854, 1.001646726,
2359.038547215, 1.001602147,
2359.058978895, 1.001642881,
2359.079410675, 1.001580280,
2359.099842256, 1.001672260,
2359.120273936, 1.001642775,
2359.140705717, 1.001663672,
2359.161137298, 1.001634624,
2359.181569079, 1.001683555,
2359.202000760, 1.001520909,
2359.222432341, 1.001614668,
2359.242864123, 1.001604134,
2359.283727486, 1.001712551,
2359.304159167, 1.001631500,
2359.324590849, 1.001638410,
2359.345022531, 1.001654547,
2359.365454213, 1.001665228,
2359.385885895, 1.001642803,
2359.406317677, 1.001618750,
2359.426749360, 1.001528857,
2359.447180942, 1.001500287,
2359.467612725, 1.001634554,
2359.528907773, 1.001537463,
2359.549339356, 1.001587305,
2359.569771140, 1.001659560,
2359.590202823, 1.001682100,
2359.610634406, 1.001650433,
2359.631066190, 1.001656829,
2359.651497873, 1.001574719,
2359.671929457, 1.001631556,
2359.692361241, 1.001467134,
2359.712792925, 1.001613809,
2359.733224709, 1.001633188,
2359.753656294, 1.001665306,
2359.774087978, 1.001668076,
2359.794519763, 1.001630465,
2359.814951347, 1.001693724,
2359.835383032, 1.001680168,
2359.855814817, 1.001587000,
2359.876246402, 1.001666802,
2359.896678187, 1.001569333,
2359.917109872, 1.001654109,
2359.937541557, 1.001701726,
2359.957973243, 1.001681561,
2359.978404929, 1.001599033,
2360.019268300, 1.001671520,
2360.100995045, 1.001694405,
2360.141858518, 1.001632538,
2360.162290105, 1.001662816,
2360.182721892, 1.001670392,
2360.203153478, 1.001739227,
2360.223585166, 1.001739768,
2360.264448540, 1.001681431,
2360.284880328, 1.001627060,
2360.305312015, 1.001706162,
2360.325743603, 1.001666116,
2360.346175391, 1.001755211,
2360.366607079, 1.001656305,
2360.387038667, 1.001678046,
2360.407470455, 1.001726155,
2360.427902144, 1.001813567,
2360.448333932, 1.001731008,
2360.468765521, 1.001660129,
2360.509628998, 1.001636941,
2360.530060587, 1.001814360,
2360.550492276, 1.001662163,
2360.570924066, 1.001694488,
2360.591355755, 1.001707428,
2360.611787445, 1.001616681,
2360.632219134, 1.001759713,
2360.652650824, 1.001722017,
2360.673082514, 1.001679075,
2360.693514204, 1.001646573,
2360.713945894, 1.001669899,
2360.734377684, 1.001739651,
2360.754809275, 1.001721850,
2360.775240965, 1.001695585,
2360.795672656, 1.001705898,
2360.816104347, 1.001691084,
2360.836536138, 1.001547299,
2360.856967829, 1.001665144,
2360.877399420, 1.001753446,
2360.897831212, 1.001660390,
2360.918262803, 1.001661907,
2360.938694495, 1.001781165,
2360.999989670, 1.001658739,
2361.020421363, 1.001768585,
2361.040852955, 1.001653737,
2361.061284747, 1.001694651,
2361.081716440, 1.001628237,
2361.102148132, 1.001639502,
2361.122579825, 1.001682943,
2361.143011518, 1.001767232,
2361.163443311, 1.001580143,
2361.183874905, 1.001645484,
2361.204306598, 1.001755376,
2361.245169985, 1.001605497,
2361.265601679, 1.001598937,
2361.286033473, 1.001641753,
2361.306465167, 1.001711820,
2361.326896861, 1.001677177,
2361.347328555, 1.001771045,
2361.367760250, 1.001805216,
2361.388191944, 1.001629260,
2361.408623639, 1.001808404,
2361.429055334, 1.001733056,
2361.449487129, 1.001874468,
2361.510782215, 1.001659095,
2361.531213810, 1.001719784,
2361.551645606, 1.001657039,
2361.572077202, 1.001752024,
2361.592508898, 1.001615500,
2361.612940694, 1.001666826,
2361.633372290, 1.001663464,
2361.653803987, 1.001673664,
2361.674235783, 1.001662474,
2361.694667380, 1.001624143,
2361.735530874, 1.001677039,
2361.755962471, 1.001745853,
2361.776394268, 1.001589736,
2361.796825965, 1.001618695,
2361.817257663, 1.001503704,
2361.837689360, 1.001364580,
2361.858121058, 1.001389406,
2361.878552856, 1.001304750,
2361.898984454, 1.001394132,
2361.919416152, 1.001585208,
2361.939847951, 1.001723502,
2361.980711248, 1.001685025,
2362.001143047, 1.001621010,
2362.021574746, 1.001559661,
2362.042006445, 1.001658077,
2362.062438144, 1.001619766,
2362.082869843, 1.001697730,
2362.103301643, 1.001559833,
2362.123733243, 1.001672912,
2362.144164942, 1.001606726,
2362.164596742, 1.001574565,
2362.185028342, 1.001749047,
2362.225891743, 1.001742698,
2362.246323444, 1.001560802,
2362.266755244, 1.001654800,
2362.287186845, 1.001662436,
2362.307618546, 1.001612404,
2362.328050347, 1.001636808,
2362.348481948, 1.001705929,
2362.368913750, 1.001630006,
2362.389345451, 1.001654180,
2362.409777053, 1.001661223,
2362.430208855, 1.001747511,
2362.471072259, 1.001719635,
2362.491503961, 1.001719800,
2362.511935664, 1.001624142,
2362.532367367, 1.001710724,
2362.552799069, 1.001782007,
2362.573230772, 1.001641726,
2362.593662575, 1.001685354,
2362.614094278, 1.001736839,
2362.634525882, 1.001682582,
2362.654957685, 1.001650341,
2362.675389389, 1.001664136,
2362.716252797, 1.001304981,
2362.736684501, 1.001682556,
2362.757116305, 1.001590233,
2362.777547909, 1.001668539,
2362.797979614, 1.001639114,
2362.818411419, 1.001702562,
2362.838843023, 1.001593989,
2362.859274728, 1.001602925,
2362.879706534, 1.001725131,
2362.900138139, 1.001680820,
2362.920569944, 1.001678367,
2362.941001550, 1.001681357,
2362.961433256, 1.001647316,
2362.981865062, 1.001656016,
2363.002296668, 1.001696499,
2363.022728374, 1.001695366,
2363.043160180, 1.001710914,
2363.063591787, 1.001557842,
2363.084023594, 1.001644729,
2363.104455300, 1.001641960,
2363.124887007, 1.001584999,
2363.145318715, 1.001646142,
2363.165750422, 1.001652661,
2363.206613837, 1.001618984,
2363.227045545, 1.001647749,
2363.247477353, 1.001655888,
2363.267908961, 1.001661124,
2363.288340669, 1.001600618,
2363.308772477, 1.001682122,
2363.329204186, 1.001666718,
2363.349635795, 1.001618601,
2363.370067603, 1.001727689,
2363.390499312, 1.001608484,
2363.410930922, 1.001754508,
2363.451794440, 1.001602918,
2363.472226250, 1.001568292,
2363.492657860, 1.001624632,
2363.513089570, 1.001646232,
2363.533521380, 1.001644141,
2363.553952991, 1.001557687,
2363.574384701, 1.001545744,
2363.594816412, 1.001606113,
2363.615248123, 1.001628225,
2363.635679933, 1.001495033,
2363.656111545, 1.001577478,
2363.676543256, 1.001660128,
2363.696975067, 1.001594504,
2363.717406679, 1.001616265,
2363.737838391, 1.001544504,
2363.758270202, 1.001635212,
2363.778701914, 1.001642861,
2363.799133627, 1.001624808,
2363.819565339, 1.001564716,
2363.839997052, 1.001629465,
2363.860428764, 1.001655921,
2363.880860477, 1.001592841,
2363.901292190, 1.001658250,
2363.942155617, 1.001559997,
2363.962587430, 1.001632475,
2363.983019144, 1.001549598,
2364.003450758, 1.001646252,
2364.023882572, 1.001540185,
2364.044314286, 1.001690808,
2364.064745900, 1.001578197,
2364.085177715, 1.001629965,
2364.105609429, 1.001591563,
2364.126041244, 1.001633669,
2364.146472859, 1.001625094,
2364.166904574, 1.001656724,
2364.187336289, 1.001647397,
2364.207768005, 1.001552118,
2364.228199721, 1.001614869,
2364.248631436, 1.001600920,
2364.269063152, 1.001617423,
2364.289494968, 1.001639454,
2364.309926585, 1.001612296,
2364.330358301, 1.001685014,
2364.350790118, 1.001652320,
2364.371221735, 1.001659910,
2364.391653452, 1.001621180,
2364.432516886, 1.001616446,
2364.452948604, 1.001686134,
2364.473380421, 1.001614226,
2364.493812139, 1.001672538,
2364.514243857, 1.001591016,
2364.534675575, 1.001659533,
2364.555107293, 1.001635367,
2364.575539012, 1.001643776,
2364.595970731, 1.001659681,
2364.616402449, 1.001731968,
2364.636834268, 1.001612783,
2364.677697707, 1.001667640,
2364.698129426, 1.001646432,
2364.718561046, 1.001721338,
2364.738992866, 1.001655539,
2364.759424586, 1.001725930,
2364.779856206, 1.001692196,
2364.800288026, 1.001726684,
2364.820719747, 1.001729731,
2364.841151568, 1.001773510,
2364.861583189, 1.001707822,
2364.882014910, 1.001663437,
2364.922878352, 1.001778053,
2364.943310074, 1.001704766,
2364.963741796, 1.001736022,
2364.984173517, 1.001807788,
2365.004605340, 1.001779474,
2365.025036962, 1.001844019,
2365.045468684, 1.001770789,
2365.065900507, 1.001801279,
2365.086332130, 1.001811202,
2365.106763853, 1.001798133,
2365.127195676, 1.001844380,
2365.168059122, 1.001803011,
2365.188490846, 1.001879856,
2365.208922570, 1.001818887,
2365.229354294, 1.001819382,
2365.249786018, 1.001894543,
2365.270217742, 1.001829709,
2365.290649567, 1.001795903,
2365.311081192, 1.001817083,
2365.331513016, 1.001775370,
2365.351944742, 1.001845074,
2365.372376367, 1.001867645,
2365.413239918, 1.001824466,
2365.433671544, 1.001755158,
2365.454103369, 1.001705869,
2365.474535096, 1.001825914,
2365.494966722, 1.001756710,
2365.515398548, 1.001771670,
2365.535830275, 1.001728748,
2365.556262102, 1.001744704,
2365.576693729, 1.001860573,
2365.597125456, 1.001751533,
2365.617557183, 1.001738797,
2365.658420639, 1.001740983,
2365.678852367, 1.001795854,
2365.699284095, 1.001794893,
2365.719715923, 1.001740015,
2365.740147551, 1.001813108,
2365.760579280, 1.001747415,
2365.781011109, 1.001758527,
2365.801442838, 1.001706356,
2365.821874467, 1.001751871,
2365.842306296, 1.001750387,
2365.862738026, 1.001734447,
2365.883169756, 1.001722908,
2365.903601485, 1.001541810,
2365.924033215, 1.001430679,
2365.944465046, 1.001389850,
2365.964896676, 1.001359905,
2365.985328407, 1.001406718,
2366.005760238, 1.001412506,
2366.026191869, 1.001309678,
2366.046623700, 1.001303971,
2366.067055431, 1.001424165,
2366.087487063, 1.001438566,
2366.107918894, 1.001669171,
2366.148782258, 1.001792409,
2366.169214091, 1.001703901,
2366.189645823, 1.001777301,
2366.210077556, 1.001731138,
2366.230509289, 1.001883441,
2366.250941022, 1.001727964,
2366.271372755, 1.001805020,
2366.291804488, 1.001747803,
2366.312236222, 1.001701842,
2366.332667956, 1.001776261,
2366.353099690, 1.001756239,
2366.393963158, 1.001790499,
2366.414394893, 1.001841838,
2366.434826727, 1.001753527,
2366.455258362, 1.001906280,
2366.475690097, 1.001700775,
2366.496121932, 1.001814960,
2366.516553668, 1.001793288,
2366.557417139, 1.001817467,
2366.577848875, 1.001853938,
2366.598280712, 1.001718829,
2366.618712348, 1.001746503,
2366.639144085, 1.001788605,
2366.659575921, 1.001761330,
2366.680007558, 1.001786556,
2366.700439395, 1.001790524,
2366.720871133, 1.001810241,
2366.741302770, 1.001770489,
2366.761734608, 1.001726858,
2366.782166346, 1.001821626,
2366.802597984, 1.001792894,
2366.823029822, 1.001769320,
2366.843461561, 1.001817983,
2366.884325038, 1.001744558,
2366.904756777, 1.001775158,
2366.925188617, 1.001820836,
2366.945620256, 1.001727703,
2366.966051996, 1.001795068,
2366.986483736, 1.001785241,
2367.006915476, 1.001770233,
2367.027347216, 1.001791641,
2367.047778956, 1.001785254,
2367.068210697, 1.001708031,
2367.088642538, 1.001860390,
2367.129505920, 1.001810781,
2367.149937761, 1.001750200,
2367.170369503, 1.001811925,
2367.190801144, 1.001824585,
2367.211232986, 1.001825068,
2367.231664729, 1.001791155,
2367.252096471, 1.001782316,
2367.272528213, 1.001772357,
2367.292959956, 1.001845262,
2367.313391799, 1.001891849,
2367.333823442, 1.001761209,
2367.395118673, 1.001710787,
2367.415550517, 1.001737018,
2367.435982261, 1.001807949,
2367.456413905, 1.001718344,
2367.476845750, 1.001873371,
2367.497277494, 1.001765447,
2367.517709139, 1.001826817,
2367.538140984, 1.001759765,
2367.558572730, 1.001750508,
2367.579004475, 1.001834108,
2367.599436221, 1.001794143,
2367.619867967, 1.001711568,
2367.640299713, 1.001731988,
2367.660731459, 1.001814886,
2367.681163206, 1.001759350,
2367.701594952, 1.001745460,
2367.722026699, 1.001779132,
2367.742458546, 1.001812759,
2367.762890194, 1.001752961,
2367.783321941, 1.001794342,
2367.803753789, 1.001688587,
2367.824185537, 1.001788151,
2367.865049033, 1.001713060,
2367.885480782, 1.001777124,
2367.905912530, 1.001735906,
2367.926344279, 1.001725860,
2367.946776028, 1.001723583,
2367.967207878, 1.001810902,
2367.987639527, 1.001750032,
2368.008071277, 1.001837387,
